year,country,gdp_tier,industry,company_size,num_employees,rd_spend_pct_gdp,internet_penetration_pct,digital_maturity_index,ai_adoption_rate,adoption_level
2020,South Korea,3,Gaming,Small,39,3.08,93.7,100.0,42.01,Medium
2021,Canada,3,Automotive,Large,34602,2.36,88.1,70.6,72.57,High
2020,South Korea,3,Media & Entertainment,Small,67,2.28,99.0,99.2,38.66,Medium
2020,Singapore,3,Legal,Medium,371,2.51,99.0,91.1,38.63,Medium
2020,Netherlands,3,Gaming,Small,28,2.47,79.2,95.7,48.45,Medium
2022,Israel,3,Financial Services,Medium,549,2.58,99.0,92.7,71.08,High
2025,Singapore,3,Media & Entertainment,Small,33,2.74,99.0,98.3,81.11,High
2023,South Africa,1,Legal,Small,12,1.01,75.9,62.6,29.91,Low
2020,South Africa,1,Legal,Small,16,1.21,54.0,41.7,2.0,Low
2022,Germany,3,Manufacturing,Large,4869,2.9,99.0,100.0,77.88,High
2018,Singapore,3,Technology,Small,39,2.71,95.5,91.3,23.65,Low
2022,Germany,3,Financial Services,Large,49292,2.43,99.0,98.6,78.43,High
2023,Australia,3,Retail,Small,5,2.62,99.0,91.0,50.52,Medium
2023,Netherlands,3,Healthcare,Large,18373,2.64,99.0,100.0,97.0,High
2018,Morocco,1,Education,Small,94,1.53,58.5,52.7,2.0,Low
2019,Germany,3,Healthcare,Large,8283,2.72,98.9,83.3,68.42,High
2021,United States,3,Education,Medium,967,2.9,90.8,91.8,47.81,Medium
2022,Japan,3,Education,Large,47678,2.83,97.4,93.6,61.75,High
2021,China,2,Automotive,Large,40931,1.7,85.5,81.9,68.61,High
2018,Singapore,3,Gaming,Large,4024,2.38,98.3,86.2,75.21,High
2018,Canada,3,Agriculture,Medium,415,2.9,99.0,87.8,4.9,Low
2024,Nigeria,1,Automotive,Small,51,1.19,54.9,59.5,46.47,Medium
2025,Israel,3,Government,Small,84,2.5,95.1,82.5,64.94,High
2025,United Kingdom,3,Education,Small,17,2.75,99.0,88.2,67.47,High
2022,Sweden,3,Technology,Medium,899,2.8,99.0,100.0,76.13,High
2022,Egypt,1,Education,Large,14746,0.96,49.5,48.1,50.13,Medium
2020,South Africa,1,Legal,Medium,606,1.09,55.0,49.0,16.58,Low
2024,Sweden,3,Media & Entertainment,Medium,429,2.36,95.8,97.2,78.99,High
2021,Netherlands,3,Financial Services,Medium,660,2.48,95.8,94.5,62.93,High
2025,Mexico,2,Agriculture,Large,10914,2.3,91.4,73.5,50.17,Medium
2022,China,2,Retail,Medium,876,2.11,73.0,63.4,53.95,Medium
2022,Japan,3,Agriculture,Large,46530,2.76,90.3,87.4,40.22,Medium
2024,France,3,Government,Small,20,2.58,95.5,80.4,51.12,Medium
2025,Canada,3,Healthcare,Large,46939,2.26,99.0,93.1,97.0,High
2020,Netherlands,3,Gaming,Large,12889,2.84,94.8,100.0,90.78,High
2019,Sweden,3,Healthcare,Large,48417,2.49,96.7,98.4,71.66,High
2021,Mexico,2,Retail,Large,34186,2.07,74.4,75.4,37.44,Medium
2019,Nigeria,1,Media & Entertainment,Small,23,1.64,55.8,40.2,8.21,Low
2018,Nigeria,1,Gaming,Large,43300,0.78,71.6,37.7,22.97,Low
2025,Nigeria,1,Financial Services,Large,8921,1.18,60.5,42.6,68.76,High
2024,France,3,Gaming,Medium,741,2.49,97.0,95.3,93.91,High
2019,Canada,3,Manufacturing,Large,22283,2.17,99.0,69.5,55.95,High
2018,Morocco,1,Automotive,Small,98,1.04,62.3,51.2,2.0,Low
2022,Germany,3,Retail,Large,12596,2.01,89.5,100.0,82.52,High
2021,United States,3,Legal,Large,34332,2.65,99.0,70.5,48.21,Medium
2021,Netherlands,3,Healthcare,Small,81,2.2,99.0,98.9,50.99,Medium
2019,United Kingdom,3,Technology,Large,48921,2.67,99.0,80.1,82.14,High
2025,Germany,3,Financial Services,Small,23,2.27,99.0,74.8,70.25,High
2023,Morocco,1,Automotive,Large,17903,1.16,62.8,48.3,44.26,Medium
2025,Japan,3,Technology,Large,41916,2.5,99.0,90.6,97.0,High
2018,China,2,Manufacturing,Medium,624,1.22,84.4,43.7,27.71,Low
2023,South Africa,1,Manufacturing,Medium,512,1.54,54.8,49.1,48.83,Medium
2023,Israel,3,Media & Entertainment,Small,98,2.92,99.0,98.3,59.18,High
2018,Nigeria,1,Media & Entertainment,Small,24,1.53,76.6,57.3,2.0,Low
2020,Mexico,2,Manufacturing,Small,76,2.07,86.4,80.4,24.86,Low
2020,Netherlands,3,Technology,Small,52,2.33,91.5,96.6,52.11,Medium
2018,Brazil,2,Education,Small,29,1.89,97.5,82.4,2.0,Low
2024,Egypt,1,Gaming,Medium,725,1.05,58.0,35.0,53.65,Medium
2018,Netherlands,3,Technology,Medium,490,2.59,99.0,100.0,55.31,High
2019,South Korea,3,Legal,Small,99,2.61,99.0,84.2,13.57,Low
2021,Morocco,1,Government,Large,15362,1.39,63.3,48.0,21.6,Low
2018,Mexico,2,Agriculture,Large,22164,1.86,78.4,53.2,8.16,Low
2025,Germany,3,Media & Entertainment,Large,3058,2.36,98.4,100.0,97.0,High
2018,Morocco,1,Manufacturing,Medium,545,1.6,49.1,59.8,2.0,Low
2020,Morocco,1,Government,Medium,140,1.23,50.8,65.3,14.69,Low
2024,United States,3,Healthcare,Large,41902,2.77,99.0,87.2,97.0,High
2022,Sweden,3,Education,Small,98,2.26,99.0,77.5,28.27,Low
2020,Sweden,3,Retail,Small,96,2.52,99.0,83.0,29.06,Low
2023,Sweden,3,Healthcare,Large,30467,2.72,99.0,84.5,97.0,High
2025,United States,3,Technology,Large,34691,2.15,85.5,97.2,97.0,High
2024,Singapore,3,Manufacturing,Small,24,2.98,99.0,90.5,63.76,High
2020,Egypt,1,Manufacturing,Medium,759,1.05,62.7,63.8,28.18,Low
2020,South Korea,3,Education,Medium,468,3.27,99.0,86.2,30.41,Medium
2020,France,3,Agriculture,Medium,257,2.94,99.0,76.7,13.02,Low
2022,Nigeria,1,Government,Small,51,1.34,47.5,46.5,28.2,Low
2021,United States,3,Healthcare,Medium,945,2.29,99.0,95.6,58.12,High
2020,Germany,3,Government,Large,13211,2.33,99.0,88.5,45.61,Medium
2018,Sweden,3,Financial Services,Small,12,2.8,99.0,99.2,25.18,Low
2021,Sweden,3,Manufacturing,Medium,396,1.73,99.0,91.0,58.64,High
2019,United Kingdom,3,Healthcare,Small,61,2.74,99.0,87.5,25.07,Low
2023,Netherlands,3,Automotive,Large,34998,2.41,99.0,99.7,97.0,High
2021,Nigeria,1,Media & Entertainment,Large,43202,1.5,72.7,39.0,26.59,Low
2022,Nigeria,1,Retail,Small,50,1.28,53.2,47.6,19.17,Low
2024,United Kingdom,3,Media & Entertainment,Medium,434,2.52,99.0,96.1,85.45,High
2025,South Africa,1,Agriculture,Small,5,0.91,68.7,38.0,44.73,Medium
2018,Morocco,1,Gaming,Small,77,0.95,71.7,53.9,2.0,Low
2019,United Kingdom,3,Legal,Large,20669,2.3,99.0,82.5,45.62,Medium
2025,Netherlands,3,Media & Entertainment,Small,87,3.06,99.0,98.7,70.86,High
2025,Japan,3,Financial Services,Large,46593,2.09,99.0,99.7,97.0,High
2019,Germany,3,Agriculture,Medium,544,2.41,96.3,73.1,5.52,Low
2020,South Korea,3,Manufacturing,Medium,249,2.48,91.0,94.5,42.89,Medium
2022,Australia,3,Legal,Small,96,2.51,99.0,68.4,33.39,Medium
2023,Netherlands,3,Financial Services,Large,20604,2.47,99.0,100.0,97.0,High
2025,Germany,3,Automotive,Small,27,2.76,98.0,87.7,69.65,High
2025,Egypt,1,Financial Services,Large,31279,1.46,61.5,65.2,75.14,High
2024,Netherlands,3,Government,Small,70,2.28,98.8,76.0,47.91,Medium
2024,Netherlands,3,Gaming,Medium,925,2.64,96.8,96.7,83.07,High
2021,Australia,3,Gaming,Large,2921,2.59,99.0,85.8,79.62,High
2022,India,1,Manufacturing,Small,78,0.81,67.4,53.9,34.55,Medium
2018,United States,3,Technology,Small,20,1.98,99.0,100.0,24.76,Low
2022,Canada,3,Retail,Medium,453,2.91,99.0,74.6,55.79,High
2024,India,1,Gaming,Small,78,1.43,61.4,42.7,62.89,High
2018,Australia,3,Healthcare,Large,17834,2.9,95.5,100.0,51.36,Medium
2018,India,1,Manufacturing,Small,70,1.4,52.6,50.7,14.05,Low
2022,Sweden,3,Gaming,Small,98,2.45,99.0,85.0,56.2,High
2023,China,2,Media & Entertainment,Large,21804,2.39,86.3,60.8,82.92,High
2025,China,2,Technology,Medium,873,1.91,81.3,76.5,92.93,High
2024,Israel,3,Retail,Small,18,2.36,99.0,92.7,73.19,High
2023,Nigeria,1,Retail,Small,54,1.11,54.6,49.8,30.95,Medium
2024,United States,3,Technology,Large,11450,2.93,94.0,100.0,97.0,High
2019,Morocco,1,Healthcare,Small,98,1.0,66.2,58.0,2.0,Low
2019,Japan,3,Technology,Large,9802,2.21,94.3,100.0,72.37,High
2023,Singapore,3,Automotive,Large,44130,2.69,97.5,91.0,93.89,High
2022,Israel,3,Healthcare,Large,4051,2.62,92.9,88.9,97.0,High
2021,Japan,3,Automotive,Large,24863,2.4,99.0,98.2,74.39,High
2023,Australia,3,Education,Medium,795,2.27,94.9,83.8,53.72,Medium
2021,Japan,3,Financial Services,Large,33892,2.63,91.4,92.1,72.0,High
2024,Singapore,3,Automotive,Medium,565,2.1,83.1,100.0,90.39,High
2025,Israel,3,Agriculture,Medium,505,2.85,99.0,96.4,63.53,High
2025,Israel,3,Gaming,Medium,463,1.95,86.0,88.3,97.0,High
2021,Nigeria,1,Technology,Large,2957,0.89,62.6,53.8,31.41,Medium
2024,Japan,3,Government,Medium,131,2.35,99.0,75.3,56.91,High
2022,Sweden,3,Government,Large,44736,2.51,99.0,74.1,60.15,High
2019,Brazil,2,Healthcare,Medium,105,1.6,71.5,59.1,27.87,Low
2020,Nigeria,1,Gaming,Medium,384,0.73,53.7,49.8,21.97,Low
2025,Netherlands,3,Manufacturing,Medium,860,2.4,92.8,100.0,95.01,High
2025,Egypt,1,Agriculture,Large,33451,1.04,65.6,52.2,60.56,High
2021,South Africa,1,Gaming,Large,6505,0.98,68.5,59.8,56.5,High
2024,Singapore,3,Legal,Large,14679,2.74,99.0,78.4,77.61,High
2023,Morocco,1,Media & Entertainment,Medium,495,0.94,68.9,69.7,50.74,Medium
2021,United States,3,Education,Large,28307,2.96,99.0,83.9,60.74,High
2020,Australia,3,Agriculture,Medium,736,2.17,99.0,86.6,6.04,Low
2025,Canada,3,Legal,Medium,789,3.12,99.0,98.9,74.85,High
2024,United Kingdom,3,Education,Small,92,2.47,96.3,100.0,43.23,Medium
2023,France,3,Government,Small,94,2.85,88.3,87.9,44.22,Medium
2019,Singapore,3,Automotive,Large,27913,2.49,93.9,100.0,64.75,High
2022,Brazil,2,Manufacturing,Large,2782,2.27,74.6,71.9,60.07,High
2022,Japan,3,Legal,Small,5,2.41,97.0,87.3,40.81,Medium
2019,Australia,3,Healthcare,Large,5734,2.77,92.4,100.0,50.96,Medium
2020,Morocco,1,Manufacturing,Large,40175,1.16,58.2,59.2,25.02,Low
2019,Singapore,3,Media & Entertainment,Small,6,2.28,99.0,79.7,31.2,Medium
2021,Brazil,2,Technology,Large,2468,1.71,86.3,81.3,61.87,High
2025,Egypt,1,Retail,Large,47176,0.81,40.8,33.0,79.32,High
2023,Morocco,1,Legal,Medium,282,1.47,68.4,45.7,33.7,Medium
2023,Netherlands,3,Media & Entertainment,Large,27489,2.83,87.0,95.0,97.0,High
2025,France,3,Technology,Large,11726,2.6,97.1,100.0,97.0,High
2020,Australia,3,Legal,Small,96,2.59,99.0,80.3,19.67,Low
2025,Germany,3,Manufacturing,Medium,440,2.67,99.0,89.9,84.95,High
2025,Morocco,1,Healthcare,Large,48834,0.74,52.1,47.8,70.63,High
2019,Sweden,3,Automotive,Small,79,2.76,99.0,84.7,24.89,Low
2019,Brazil,2,Automotive,Medium,150,2.39,76.8,89.0,21.54,Low
2019,Germany,3,Education,Small,31,2.72,88.0,99.3,13.97,Low
2020,Japan,3,Technology,Small,89,2.42,94.7,100.0,34.5,Medium
2021,United Kingdom,3,Healthcare,Large,34172,2.87,99.0,90.8,76.47,High
2020,Brazil,2,Manufacturing,Small,33,1.73,77.5,72.2,21.98,Low
2024,Australia,3,Healthcare,Large,40047,2.51,91.9,86.3,91.03,High
2018,Australia,3,Media & Entertainment,Medium,205,2.77,98.5,89.7,27.14,Low
2023,Brazil,2,Healthcare,Large,15197,2.19,77.7,70.1,72.38,High
2020,France,3,Technology,Medium,969,2.46,99.0,88.3,60.49,High
2019,France,3,Automotive,Large,1868,2.65,91.4,88.1,54.01,Medium
2019,Israel,3,Gaming,Small,29,2.41,92.7,96.2,44.57,Medium
2025,Mexico,2,Legal,Small,91,2.22,57.4,61.0,50.77,Medium
2025,Japan,3,Automotive,Large,35161,3.46,99.0,92.6,96.08,High
2020,Netherlands,3,Gaming,Medium,290,2.84,99.0,100.0,55.31,High
2022,Mexico,2,Government,Medium,531,2.07,81.9,53.7,22.44,Low
2020,United Kingdom,3,Legal,Medium,644,2.6,99.0,65.5,40.08,Medium
2019,India,1,Retail,Large,42284,1.18,56.6,47.4,46.66,Medium
2025,Morocco,1,Retail,Medium,180,1.14,59.1,44.3,52.38,Medium
2019,United Kingdom,3,Technology,Small,19,2.69,88.0,100.0,34.54,Medium
2020,South Korea,3,Retail,Large,6630,2.25,99.0,100.0,64.23,High
2018,Israel,3,Government,Medium,320,3.0,94.1,78.1,29.71,Low
2020,United States,3,Legal,Small,63,2.79,81.0,100.0,29.68,Low
2024,Sweden,3,Government,Large,42353,2.31,90.8,79.0,68.91,High
2025,Netherlands,3,Media & Entertainment,Medium,718,2.63,96.9,100.0,86.32,High
2023,Mexico,2,Retail,Small,35,2.31,99.0,67.8,30.45,Medium
2020,Nigeria,1,Media & Entertainment,Large,21764,1.27,60.3,59.3,23.6,Low
2025,China,2,Manufacturing,Large,10934,1.63,73.4,74.1,97.0,High
2018,Sweden,3,Manufacturing,Large,32862,2.13,99.0,86.7,56.98,High
2018,Singapore,3,Media & Entertainment,Small,28,2.61,99.0,89.9,10.83,Low
2023,United Kingdom,3,Healthcare,Small,43,2.85,90.6,74.9,72.8,High
2019,Mexico,2,Financial Services,Small,98,2.16,71.3,64.1,19.06,Low
2024,Germany,3,Media & Entertainment,Small,46,2.03,94.9,100.0,71.69,High
2024,Netherlands,3,Gaming,Small,29,2.94,91.5,81.8,74.75,High
2018,Singapore,3,Technology,Large,46704,2.41,99.0,90.2,84.12,High
2018,India,1,Gaming,Small,96,1.38,50.3,42.5,16.03,Low
2023,Singapore,3,Legal,Large,10174,2.36,99.0,79.4,70.34,High
2023,Japan,3,Education,Small,82,2.38,99.0,91.1,42.91,Medium
2021,China,2,Agriculture,Medium,744,1.85,72.9,60.0,29.8,Low
2022,France,3,Legal,Large,21859,2.36,99.0,69.4,63.84,High
2022,Brazil,2,Legal,Medium,923,2.58,90.8,75.5,24.43,Low
2022,France,3,Financial Services,Large,49997,3.19,92.3,89.7,83.3,High
2021,South Korea,3,Government,Large,45291,3.0,99.0,89.2,44.94,Medium
2024,Japan,3,Financial Services,Small,48,3.2,81.3,84.8,66.88,High
2021,Germany,3,Agriculture,Small,60,2.77,99.0,100.0,17.86,Low
2025,Germany,3,Gaming,Medium,720,1.97,99.0,74.9,95.46,High
2020,China,2,Technology,Small,77,1.6,78.1,85.3,43.33,Medium
2025,South Korea,3,Media & Entertainment,Medium,251,2.68,99.0,100.0,90.52,High
2021,South Korea,3,Media & Entertainment,Medium,275,2.55,99.0,81.3,55.85,High
2018,Israel,3,Automotive,Large,48414,3.17,98.5,93.7,69.13,High
2021,Germany,3,Legal,Medium,998,2.83,98.1,69.2,38.89,Medium
2022,Sweden,3,Gaming,Medium,855,2.83,98.1,90.5,69.32,High
2019,Netherlands,3,Gaming,Large,27113,2.51,99.0,100.0,83.0,High
2018,United Kingdom,3,Financial Services,Large,25406,2.54,99.0,100.0,70.06,High
2018,Morocco,1,Government,Medium,609,1.43,46.0,43.6,2.43,Low
2022,Egypt,1,Automotive,Large,28861,1.61,77.7,61.8,49.61,Medium
2023,Japan,3,Agriculture,Large,27037,2.65,95.5,72.8,52.8,Medium
2018,Germany,3,Healthcare,Small,16,3.01,99.0,85.6,17.71,Low
2023,Nigeria,1,Education,Large,49252,0.79,64.8,38.7,40.23,Medium
2018,Brazil,2,Gaming,Medium,236,1.3,85.7,72.5,19.67,Low
2019,United Kingdom,3,Retail,Medium,204,2.35,94.5,78.4,33.51,Medium
2019,Sweden,3,Healthcare,Small,72,2.49,99.0,88.5,29.37,Low
2022,Canada,3,Financial Services,Small,75,2.23,98.8,92.5,57.24,High
2025,India,1,Gaming,Medium,247,1.31,61.2,63.7,85.11,High
2025,South Korea,3,Government,Large,7218,2.83,98.5,76.6,76.12,High
2023,Netherlands,3,Media & Entertainment,Small,6,3.06,91.0,82.3,63.86,High
2024,Brazil,2,Financial Services,Medium,970,1.41,76.9,58.9,68.21,High
2021,Israel,3,Retail,Medium,104,2.81,99.0,94.8,63.66,High
2023,Israel,3,Healthcare,Small,36,2.71,99.0,97.3,66.95,High
2018,United Kingdom,3,Education,Small,80,2.51,99.0,71.6,3.1,Low
2022,Australia,3,Financial Services,Large,37746,2.69,99.0,97.5,75.59,High
2025,Germany,3,Technology,Large,8991,2.57,99.0,94.3,97.0,High
2021,Morocco,1,Financial Services,Medium,174,1.36,62.5,57.6,18.75,Low
2022,South Africa,1,Agriculture,Medium,295,0.88,60.1,26.4,25.57,Low
2024,Sweden,3,Retail,Small,57,3.04,99.0,91.1,57.53,High
2022,India,1,Education,Small,69,1.31,67.4,36.1,38.05,Medium
2019,Canada,3,Legal,Small,52,2.51,99.0,83.0,9.43,Low
2021,Brazil,2,Government,Small,30,1.93,80.0,78.3,16.11,Low
2020,China,2,Healthcare,Small,13,2.25,82.7,79.6,36.57,Medium
2018,United States,3,Legal,Medium,514,2.7,99.0,98.4,28.82,Low
2025,Morocco,1,Media & Entertainment,Large,46772,1.34,56.5,61.2,69.45,High
2020,Egypt,1,Media & Entertainment,Small,26,1.27,48.2,60.9,20.48,Low
2025,United Kingdom,3,Legal,Small,55,2.84,99.0,95.6,59.95,High
2024,Australia,3,Healthcare,Medium,195,2.57,99.0,92.9,78.0,High
2025,Sweden,3,Media & Entertainment,Medium,134,3.3,98.6,94.0,82.81,High
2019,Singapore,3,Technology,Small,22,2.22,93.4,92.0,31.73,Medium
2022,United Kingdom,3,Retail,Small,84,2.2,99.0,100.0,47.82,Medium
2025,United Kingdom,3,Legal,Medium,524,2.91,99.0,92.6,71.83,High
2024,China,2,Manufacturing,Large,33711,2.15,78.6,59.6,97.0,High
2021,Japan,3,Government,Medium,710,2.44,91.1,76.4,35.07,Medium
2025,Mexico,2,Government,Medium,185,2.34,80.8,81.1,69.17,High
2018,United Kingdom,3,Agriculture,Small,55,2.72,99.0,88.0,2.0,Low
2020,Israel,3,Financial Services,Large,18022,2.41,94.1,98.8,97.0,High
2023,Singapore,3,Financial Services,Medium,174,2.29,99.0,83.8,78.45,High
2022,Morocco,1,Technology,Large,43369,1.31,68.0,53.0,51.8,Medium
2023,Japan,3,Financial Services,Medium,278,2.75,99.0,94.3,72.24,High
2025,United Kingdom,3,Healthcare,Large,6534,2.19,92.2,83.9,97.0,High
2023,Israel,3,Manufacturing,Large,3105,2.63,88.4,82.3,97.0,High
2022,India,1,Agriculture,Large,42666,0.97,55.9,41.2,30.0,Medium
2018,Brazil,2,Automotive,Small,23,1.5,81.8,56.9,2.0,Low
2022,Germany,3,Government,Large,24437,2.62,99.0,87.7,64.6,High
2020,United States,3,Education,Small,67,3.0,99.0,94.4,33.98,Medium
2023,Netherlands,3,Technology,Small,74,2.65,99.0,100.0,68.7,High
2023,India,1,Gaming,Small,88,1.07,63.3,54.6,52.03,Medium
2022,China,2,Agriculture,Small,38,2.04,73.2,55.0,19.07,Low
2022,Netherlands,3,Education,Medium,598,2.85,99.0,86.8,57.71,High
2021,Singapore,3,Gaming,Medium,330,2.37,92.0,79.8,63.82,High
2023,France,3,Healthcare,Large,32227,2.67,99.0,100.0,87.89,High
2022,Australia,3,Retail,Medium,603,2.85,91.3,84.2,47.72,Medium
2019,United States,3,Technology,Small,89,2.49,94.7,91.3,38.91,Medium
2020,Singapore,3,Legal,Large,23340,2.3,99.0,82.7,50.12,Medium
2023,Israel,3,Government,Small,97,2.69,99.0,77.6,31.75,Medium
2022,Singapore,3,Legal,Large,28106,2.23,99.0,80.6,59.63,High
2025,Netherlands,3,Financial Services,Small,90,2.68,99.0,79.9,82.23,High
2019,Sweden,3,Education,Large,34678,2.66,99.0,100.0,44.48,Medium
2020,Australia,3,Government,Medium,498,2.87,99.0,82.8,29.23,Low
2021,Sweden,3,Automotive,Large,15962,2.18,99.0,72.4,74.15,High
2023,India,1,Healthcare,Large,30461,0.93,53.8,47.7,87.2,High
2023,Germany,3,Healthcare,Large,11482,3.0,96.0,86.2,86.13,High
2023,China,2,Gaming,Large,18917,1.74,72.6,71.6,94.23,High
2024,Egypt,1,Automotive,Large,21570,0.83,59.3,40.9,68.36,High
2018,France,3,Education,Small,72,2.4,99.0,76.2,7.41,Low
2021,Morocco,1,Healthcare,Large,44485,0.82,55.0,34.3,34.44,Medium
2021,Netherlands,3,Agriculture,Small,47,2.57,96.1,96.7,19.79,Low
2023,Australia,3,Education,Small,17,2.63,99.0,93.7,34.7,Medium
2020,Nigeria,1,Automotive,Large,39227,1.03,64.9,64.4,24.44,Low
2020,Canada,3,Healthcare,Small,39,2.53,99.0,100.0,33.78,Medium
2023,Brazil,2,Technology,Large,29737,1.93,88.3,82.5,69.16,High
2021,Nigeria,1,Government,Small,13,0.27,67.3,57.7,10.49,Low
2023,South Korea,3,Legal,Medium,912,2.95,99.0,88.0,52.56,Medium
2023,Germany,3,Government,Small,81,2.87,99.0,92.0,34.91,Medium
2025,South Africa,1,Manufacturing,Small,25,1.53,75.6,53.0,62.29,High
2018,Morocco,1,Education,Medium,994,1.43,67.4,47.2,2.0,Low
2025,Israel,3,Media & Entertainment,Small,91,2.58,79.8,100.0,87.68,High
2019,Singapore,3,Manufacturing,Small,60,2.71,99.0,93.6,20.82,Low
2020,Mexico,2,Retail,Large,32849,1.23,89.4,64.2,44.07,Medium
2021,Brazil,2,Healthcare,Small,62,2.17,67.2,73.1,33.47,Medium
2024,Egypt,1,Healthcare,Medium,923,1.21,69.3,63.1,53.15,Medium
2021,South Korea,3,Automotive,Medium,256,2.84,99.0,92.6,48.36,Medium
2018,Brazil,2,Financial Services,Small,31,1.56,89.8,67.1,8.03,Low
2019,Australia,3,Government,Small,19,2.67,87.8,90.2,4.78,Low
2019,Germany,3,Manufacturing,Medium,107,2.71,99.0,86.8,39.71,Medium
2018,Canada,3,Technology,Small,62,2.52,99.0,95.1,33.24,Medium
2025,Japan,3,Manufacturing,Medium,495,2.64,86.1,89.3,80.05,High
2021,India,1,Automotive,Small,80,1.52,74.7,46.9,32.06,Medium
2025,India,1,Education,Medium,394,1.06,60.6,36.6,64.53,High
2021,Singapore,3,Media & Entertainment,Medium,802,2.4,99.0,73.2,60.84,High
2019,South Korea,3,Education,Small,12,2.69,84.5,97.9,15.88,Low
2021,Singapore,3,Education,Medium,297,3.26,99.0,89.3,40.85,Medium
2023,Nigeria,1,Financial Services,Medium,337,1.49,69.0,68.8,43.11,Medium
2022,United States,3,Education,Large,18232,2.44,99.0,69.2,67.45,High
2024,Japan,3,Agriculture,Small,12,2.86,99.0,73.1,41.35,Medium
2021,Netherlands,3,Automotive,Medium,954,2.45,89.2,86.0,69.54,High
2025,Mexico,2,Media & Entertainment,Medium,401,1.82,72.5,77.5,71.1,High
2025,Netherlands,3,Education,Medium,784,2.38,99.0,99.6,83.31,High
2024,India,1,Gaming,Medium,756,0.72,69.9,53.5,79.97,High
2019,China,2,Media & Entertainment,Large,42098,2.03,86.5,78.1,57.89,High
2019,Egypt,1,Government,Small,81,1.0,77.1,39.7,2.0,Low
2019,France,3,Retail,Small,54,2.21,99.0,100.0,12.22,Low
2018,Brazil,2,Healthcare,Small,19,1.71,85.4,71.6,5.38,Low
2021,Israel,3,Government,Medium,925,2.29,99.0,99.2,40.94,Medium
2019,Israel,3,Education,Large,11361,2.4,92.0,84.9,55.59,High
2023,South Korea,3,Financial Services,Large,9155,2.82,99.0,93.2,91.73,High
2020,France,3,Gaming,Medium,659,2.16,99.0,100.0,46.8,Medium
2021,Mexico,2,Government,Small,52,1.75,78.7,61.7,14.32,Low
2021,Israel,3,Legal,Medium,176,3.09,87.7,89.7,54.52,Medium
2022,Singapore,3,Automotive,Small,67,2.92,98.2,88.4,49.31,Medium
2020,United Kingdom,3,Automotive,Large,12109,2.92,99.0,93.2,74.51,High
2020,United Kingdom,3,Retail,Large,48207,2.83,91.6,94.3,63.7,High
2020,France,3,Automotive,Medium,431,2.56,99.0,85.1,49.05,Medium
2023,Japan,3,Legal,Medium,107,2.26,99.0,78.6,50.69,Medium
2025,United States,3,Automotive,Medium,787,2.12,95.0,98.8,87.06,High
2025,Nigeria,1,Healthcare,Large,7224,1.41,60.1,53.1,68.46,High
2020,United States,3,Legal,Large,24369,2.25,99.0,91.2,50.03,Medium
2018,Nigeria,1,Automotive,Medium,562,1.64,67.6,74.7,6.18,Low
2023,China,2,Healthcare,Medium,406,1.39,88.0,63.2,76.65,High
2018,Sweden,3,Financial Services,Large,27221,2.86,96.6,100.0,69.02,High
2018,United States,3,Gaming,Small,17,1.91,99.0,70.3,18.09,Low
2022,Netherlands,3,Technology,Small,90,2.56,93.4,93.6,61.71,High
2025,Australia,3,Agriculture,Small,94,2.55,99.0,83.3,52.77,Medium
2023,Netherlands,3,Government,Large,16086,2.76,99.0,69.4,66.06,High
2024,Mexico,2,Financial Services,Large,16860,2.41,77.9,69.4,78.15,High
2018,Brazil,2,Technology,Small,5,2.14,79.7,75.1,9.59,Low
2025,Mexico,2,Healthcare,Small,46,2.08,78.2,75.4,56.56,High
2023,China,2,Automotive,Small,13,2.0,77.7,63.7,56.25,High
2024,Sweden,3,Agriculture,Medium,235,2.48,97.5,76.4,51.95,Medium
2018,India,1,Automotive,Small,13,1.43,55.6,54.5,6.97,Low
2022,Egypt,1,Legal,Medium,517,1.35,81.0,52.9,22.09,Low
2021,China,2,Government,Small,7,1.87,98.5,57.2,31.79,Medium
2024,Germany,3,Automotive,Small,49,2.32,91.8,80.9,68.73,High
2022,Egypt,1,Retail,Large,45974,1.03,57.3,56.0,48.14,Medium
2025,South Africa,1,Retail,Large,3488,1.38,70.4,45.8,84.13,High
2023,Canada,3,Healthcare,Medium,956,2.82,99.0,80.4,78.89,High
2022,Nigeria,1,Technology,Medium,378,1.03,54.8,56.8,35.66,Medium
2024,South Korea,3,Technology,Medium,867,2.31,74.9,93.9,83.79,High
2021,China,2,Financial Services,Small,19,1.81,80.1,68.7,45.49,Medium
